age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
77,Local-gov,41755,12th,16,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,Germany,>50K
48,Local-gov,1465361,10th,13,Married-spouse-absent,Farming-fishing,Husband,White,Male,0,0,97,Germany,<=50K
51,Private,962039,10th,13,Widowed,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,72,England,<=50K
47,Private,1325458,Prof-school,11,Widowed,Sales,Unmarried,Other,Male,0,0,78,Cuba,<=50K
60,State-gov,444005,12th,16,Married-civ-spouse,Other-service,Wife,Other,Male,0,0,89,Japan,>50K
62,Local-gov,281215,Some-college,6,Married-civ-spouse,Farming-fishing,Wife,White,Female,62215,0,51,Germany,>50K
48,Local-gov,495259,Doctorate,10,Married-AF-spouse,Machine-op-inspct,Own-child,White,Male,0,0,79,Germany,>50K
64,Without-pay,21239,5th-6th,12,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Female,80563,0,76,Cambodia,>50K
85,Never-worked,1425485,Assoc-voc,8,Married-civ-spouse,Other-service,Own-child,Other,Female,42973,2144,49,Canada,>50K
56,Self-emp-not-inc,956071,12th,16,Married-spouse-absent,Priv-house-serv,Wife,White,Male,0,1667,57,Cuba,>50K
72,Self-emp-not-inc,1101430,Some-college,6,Married-spouse-absent,Sales,Wife,Black,Female,0,1818,50,England,<=50K
23,Local-gov,18107,Assoc-acdm,7,Never-married,Tech-support,Own-child,White,Male,77202,0,18,Cuba,<=50K
47,Self-emp-not-inc,588419,Preschool,15,Never-married,Protective-serv,Wife,Other,Male,0,0,40,United-States,<=50K
18,Never-worked,632189,HS-grad,2,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Female,0,0,61,Mexico,<=50K
55,Self-emp-not-inc,204665,Preschool,15,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,34,United-States,<=50K
26,Self-emp-not-inc,1106394,7th-8th,9,Married-AF-spouse,Machine-op-inspct,Unmarried,Other,Male,0,0,61,Cuba,<=50K
33,Self-emp-inc,1009661,HS-grad,2,Married-AF-spouse,Armed-Forces,Other-relative,Other,Female,0,0,92,Canada,<=50K
46,Never-worked,1399598,Assoc-acdm,7,Separated,Armed-Forces,Other-relative,Black,Male,0,0,46,United-States,<=50K
76,Self-emp-not-inc,937550,Masters,4,Married-spouse-absent,Sales,Husband,Black,Male,0,0,59,Japan,<=50K
43,Without-pay,769873,12th,16,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,92728,1742,62,Japan,>50K
40,Self-emp-inc,52220,5th-6th,12,Married-spouse-absent,Sales,Other-relative,Other,Male,86310,10,21,Japan,>50K
20,Self-emp-inc,1366287,Prof-school,11,Married-civ-spouse,Sales,Wife,White,Male,0,1239,36,Puerto-Rico,<=50K
26,Self-emp-inc,1201142,7th-8th,9,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,0,0,90,England,<=50K
35,Private,928602,Assoc-acdm,7,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,78,United-States,<=50K
60,Federal-gov,1378913,Preschool,15,Never-married,Prof-specialty,Husband,Other,Male,0,0,82,Canada,>50K
85,State-gov,469974,Masters,4,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,0,0,13,Japan,<=50K
36,State-gov,1459826,5th-6th,12,Separated,Sales,Unmarried,Black,Female,42517,0,54,Japan,>50K
44,Without-pay,978650,Prof-school,11,Separated,Armed-Forces,Wife,Other,Male,0,0,54,Philippines,<=50K
25,Federal-gov,157054,Assoc-voc,8,Married-AF-spouse,Machine-op-inspct,Own-child,Other,Male,0,4046,26,England,<=50K
64,Private,800036,12th,16,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,0,2404,83,Philippines,>50K
71,Never-worked,23025,Masters,4,Married-AF-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,0,0,18,Philippines,<=50K
79,Never-worked,695403,7th-8th,9,Divorced,Protective-serv,Other-relative,Other,Male,0,0,44,Canada,<=50K
76,Federal-gov,665655,11th,3,Married-AF-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,98833,0,59,Mexico,>50K
61,State-gov,129847,12th,16,Married-AF-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,31960,0,77,Canada,>50K
72,Self-emp-inc,949924,Preschool,15,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,23,Cambodia,>50K
28,Without-pay,113794,7th-8th,9,Never-married,Tech-support,Husband,Black,Male,0,0,57,England,<=50K
64,Self-emp-inc,179197,12th,16,Widowed,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,93,Canada,>50K
89,Self-emp-inc,163164,Prof-school,11,Divorced,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,96,Japan,>50K
67,Without-pay,485431,5th-6th,12,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,0,30,England,<=50K
75,Never-worked,133778,9th,5,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,68,Cuba,<=50K
29,Self-emp-inc,463295,Prof-school,11,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,0,2763,49,England,<=50K
39,Private,821714,12th,16,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,95738,985,31,Philippines,>50K
69,Never-worked,223897,12th,16,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Male,49506,0,73,England,>50K
50,Never-worked,536686,5th-6th,12,Never-married,Transport-moving,Other-relative,White,Male,49143,2748,34,Puerto-Rico,>50K
18,Local-gov,1452631,10th,13,Married-AF-spouse,Transport-moving,Husband,Black,Female,0,0,74,India,<=50K
74,Never-worked,237031,Preschool,15,Never-married,Handlers-cleaners,Wife,White,Female,0,3274,4,Philippines,<=50K
46,Never-worked,460798,Masters,4,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,0,0,36,Cambodia,<=50K
20,Local-gov,348296,7th-8th,9,Married-spouse-absent,Armed-Forces,Unmarried,Black,Female,0,0,43,Puerto-Rico,<=50K
46,Self-emp-not-inc,72593,HS-grad,2,Separated,Tech-support,Unmarried,Black,Male,0,0,31,Philippines,<=50K
88,Private,1062526,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,96745,0,23,United-States,<=50K
28,Local-gov,1152239,Bachelors,1,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,66,England,<=50K
49,Federal-gov,767109,11th,3,Divorced,Armed-Forces,Other-relative,Black,Male,0,2561,10,Germany,<=50K
75,Never-worked,88836,11th,3,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,71847,0,34,United-States,>50K
65,State-gov,710786,10th,13,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,0,0,87,United-States,<=50K
49,Without-pay,79643,Assoc-voc,8,Divorced,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,17871,0,70,Cambodia,>50K
68,Never-worked,116911,7th-8th,9,Never-married,Farming-fishing,Own-child,Other,Female,0,0,86,Philippines,>50K
39,Local-gov,742505,HS-grad,2,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,75,Mexico,<=50K
50,Federal-gov,406888,Doctorate,10,Separated,Adm-clerical,Other-relative,Other,Female,0,0,27,Japan,<=50K
22,Self-emp-inc,1485882,Masters,4,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,0,0,32,England,<=50K
74,Self-emp-not-inc,749914,5th-6th,12,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,Female,36346,0,80,Mexico,>50K
50,Federal-gov,681004,11th,3,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,35,England,<=50K
24,Self-emp-inc,727596,Preschool,15,Married-AF-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,0,68,10,England,<=50K
70,State-gov,204176,12th,16,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,74587,0,60,England,>50K
88,Federal-gov,1183940,9th,5,Divorced,Armed-Forces,Own-child,White,Female,0,0,69,United-States,>50K
67,Federal-gov,44447,Assoc-voc,8,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,0,0,59,Puerto-Rico,>50K
61,Federal-gov,578246,1st-4th,14,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,8,Puerto-Rico,<=50K
22,Never-worked,1174681,HS-grad,2,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,0,30,Cambodia,<=50K
87,Without-pay,570526,5th-6th,12,Separated,Tech-support,Husband,White,Male,0,0,41,Mexico,<=50K
36,Without-pay,987680,Prof-school,11,Never-married,Transport-moving,Not-in-family,White,Female,0,0,77,Cambodia,<=50K
65,Federal-gov,1362117,Doctorate,10,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,27,Cambodia,>50K
60,Federal-gov,912917,Some-college,6,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,0,97,Canada,<=50K
39,Private,604777,7th-8th,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,38923,0,81,United-States,>50K
56,Federal-gov,1018170,Some-college,6,Widowed,Handlers-cleaners,Unmarried,Black,Female,0,0,8,England,<=50K
22,Local-gov,623901,9th,5,Widowed,Machine-op-inspct,Own-child,Other,Male,0,2248,53,Philippines,<=50K
24,Federal-gov,358038,HS-grad,2,Married-civ-spouse,Sales,Own-child,Black,Male,35110,0,47,Cuba,<=50K
44,Never-worked,994739,Assoc-voc,8,Separated,Protective-serv,Other-relative,Asian-Pac-Islander,Female,0,0,83,England,<=50K
69,Never-worked,567990,7th-8th,9,Married-AF-spouse,Handlers-cleaners,Unmarried,White,Female,0,0,62,India,>50K
25,Private,867538,12th,16,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,1593,16,Cambodia,<=50K
83,Self-emp-inc,56525,11th,3,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Female,0,0,92,India,<=50K
46,Local-gov,543504,Preschool,15,Separated,Protective-serv,Not-in-family,White,Male,0,0,85,Philippines,<=50K
61,Self-emp-inc,303401,12th,16,Married-spouse-absent,Protective-serv,Wife,Asian-Pac-Islander,Male,0,0,21,Cuba,<=50K
75,Local-gov,815374,HS-grad,2,Married-spouse-absent,Tech-support,Wife,White,Female,0,0,20,Puerto-Rico,<=50K
27,Local-gov,1397359,Masters,4,Never-married,Adm-clerical,Other-relative,Black,Male,90593,4051,74,Germany,>50K
58,Without-pay,1133287,9th,5,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,0,0,44,Mexico,<=50K
52,Without-pay,410573,HS-grad,2,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,75,Puerto-Rico,<=50K
36,Local-gov,384364,1st-4th,14,Widowed,Handlers-cleaners,Own-child,Other,Male,0,0,22,Cambodia,<=50K
63,Self-emp-inc,560997,7th-8th,9,Separated,Handlers-cleaners,Husband,Other,Male,0,0,86,Japan,<=50K
78,Local-gov,88536,Masters,4,Divorced,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,0,365,59,Puerto-Rico,<=50K
67,Private,148476,HS-grad,2,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,78,Japan,<=50K
27,Private,1175752,5th-6th,12,Widowed,Tech-support,Not-in-family,Black,Male,0,0,73,Cuba,<=50K
58,Federal-gov,768655,Assoc-acdm,7,Married-civ-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,39793,0,70,United-States,>50K
54,State-gov,971910,12th,16,Never-married,Farming-fishing,Husband,Other,Female,14600,0,21,India,>50K
46,Self-emp-inc,211724,Bachelors,1,Never-married,Exec-managerial,Wife,Other,Female,0,0,90,Cambodia,>50K
56,Without-pay,118524,HS-grad,2,Never-married,Transport-moving,Wife,White,Female,80662,0,3,England,<=50K
69,Self-emp-not-inc,1065237,Preschool,15,Married-spouse-absent,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,0,2793,13,Mexico,<=50K
64,Self-emp-inc,312505,10th,13,Widowed,Other-service,Other-relative,White,Female,0,0,2,Philippines,<=50K
78,Local-gov,944239,5th-6th,12,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,72,Cuba,<=50K
34,Private,249839,9th,5,Widowed,Priv-house-serv,Not-in-family,Black,Male,0,1410,65,Germany,<=50K
72,Self-emp-inc,921307,12th,16,Never-married,Prof-specialty,Other-relative,Other,Female,0,0,64,Cuba,>50K
61,Never-worked,607948,HS-grad,2,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,4350,23,Canada,<=50K
38,Self-emp-not-inc,104352,Assoc-acdm,7,Widowed,Tech-support,Not-in-family,White,Female,0,0,31,Cuba,<=50K
76,Self-emp-not-inc,730950,Assoc-acdm,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,Canada,<=50K
84,Federal-gov,401265,Assoc-acdm,7,Divorced,Other-service,Other-relative,Other,Female,0,205,78,Germany,<=50K
24,Never-worked,964876,5th-6th,12,Married-AF-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,3098,17,India,<=50K
40,Self-emp-inc,26123,10th,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,80,England,<=50K
69,Local-gov,1032521,Bachelors,1,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,0,0,56,Mexico,<=50K
33,Federal-gov,1108614,Preschool,15,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,79,Germany,<=50K
21,Local-gov,1135541,10th,13,Married-AF-spouse,Prof-specialty,Own-child,Other,Female,0,0,12,India,>50K
45,Self-emp-not-inc,508283,Some-college,6,Married-spouse-absent,Protective-serv,Husband,White,Female,0,0,77,Puerto-Rico,<=50K
29,Self-emp-not-inc,1374967,1st-4th,14,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,0,0,24,Germany,<=50K
59,State-gov,159418,11th,3,Never-married,Machine-op-inspct,Wife,Other,Male,0,2181,29,Philippines,<=50K
37,Local-gov,74753,1st-4th,14,Separated,Protective-serv,Unmarried,White,Male,0,0,39,Cuba,<=50K
18,Private,944367,10th,13,Married-AF-spouse,Other-service,Not-in-family,Black,Male,64067,4081,66,Cuba,>50K
23,Local-gov,1010499,Bachelors,1,Married-AF-spouse,Farming-fishing,Own-child,Black,Female,0,0,14,United-States,<=50K
37,State-gov,498201,12th,16,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,0,0,28,England,<=50K
64,Self-emp-inc,1259882,Prof-school,11,Never-married,Exec-managerial,Not-in-family,White,Male,89699,0,47,Cambodia,>50K
48,Private,825513,Prof-school,11,Married-spouse-absent,Sales,Husband,Black,Male,0,0,45,Cambodia,<=50K
77,Local-gov,804489,Bachelors,1,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,25,Cambodia,<=50K
85,Self-emp-inc,1192563,Masters,4,Never-married,Priv-house-serv,Other-relative,Black,Female,0,0,70,Cuba,<=50K
49,Federal-gov,234095,Masters,4,Widowed,Tech-support,Unmarried,White,Female,17358,3752,82,Cuba,>50K
17,Federal-gov,340846,Assoc-voc,8,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Female,0,0,3,Mexico,<=50K
36,Never-worked,1290773,Assoc-voc,8,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,27,Puerto-Rico,<=50K
41,Self-emp-not-inc,1271668,1st-4th,14,Never-married,Protective-serv,Wife,White,Male,0,0,48,Canada,<=50K
52,Self-emp-inc,346348,9th,5,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,95,Canada,<=50K
55,Federal-gov,326503,Bachelors,1,Married-civ-spouse,Protective-serv,Other-relative,Other,Female,0,2071,43,England,<=50K
84,Local-gov,873413,Masters,4,Widowed,Sales,Husband,Black,Female,0,0,66,Puerto-Rico,<=50K
59,State-gov,1434098,Assoc-voc,8,Separated,Other-service,Other-relative,White,Male,0,0,69,India,>50K
19,Never-worked,798927,Bachelors,1,Married-spouse-absent,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,1278,33,Puerto-Rico,<=50K
89,Without-pay,280207,5th-6th,12,Married-spouse-absent,Exec-managerial,Own-child,Black,Male,0,0,6,England,>50K
86,Self-emp-inc,577530,11th,3,Never-married,Tech-support,Not-in-family,Black,Male,0,3368,91,India,<=50K
72,State-gov,1138385,Assoc-voc,8,Divorced,Protective-serv,Wife,White,Male,0,3959,71,Cambodia,<=50K
27,Local-gov,1072650,HS-grad,2,Married-spouse-absent,Craft-repair,Own-child,Asian-Pac-Islander,Male,4656,0,92,England,<=50K
57,Without-pay,886949,Prof-school,11,Married-spouse-absent,Prof-specialty,Wife,Other,Male,43332,0,78,India,>50K
41,Local-gov,127774,10th,13,Divorced,Adm-clerical,Other-relative,White,Female,0,0,78,Germany,<=50K
67,Never-worked,635766,Bachelors,1,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,85,United-States,>50K
34,Never-worked,213090,Preschool,15,Married-civ-spouse,Craft-repair,Own-child,Black,Female,0,0,73,Mexico,<=50K
53,State-gov,840197,11th,3,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,0,0,14,England,<=50K
89,Without-pay,415651,Preschool,15,Married-spouse-absent,Sales,Wife,Asian-Pac-Islander,Female,0,0,47,Cambodia,>50K
46,Federal-gov,20002,1st-4th,14,Widowed,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,0,0,6,England,<=50K
18,Federal-gov,1120725,HS-grad,2,Separated,Craft-repair,Husband,White,Male,0,0,75,Puerto-Rico,<=50K
69,Local-gov,873977,Preschool,15,Widowed,Other-service,Own-child,Other,Female,0,0,60,Canada,>50K
42,Private,192380,10th,13,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60550,3896,33,India,>50K
68,State-gov,386529,Some-college,6,Married-AF-spouse,Exec-managerial,Unmarried,Black,Female,0,0,5,Philippines,<=50K
43,Self-emp-not-inc,246397,Masters,4,Separated,Craft-repair,Wife,Other,Female,64823,221,11,Mexico,<=50K
26,Self-emp-not-inc,554463,9th,5,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,4044,9,Canada,<=50K
66,Self-emp-not-inc,1054212,Preschool,15,Divorced,Exec-managerial,Own-child,Other,Male,0,1082,14,Canada,>50K
80,Private,877922,Masters,4,Married-civ-spouse,Adm-clerical,Other-relative,Other,Female,0,2970,12,Puerto-Rico,<=50K
27,Self-emp-inc,829039,1st-4th,14,Married-AF-spouse,Exec-managerial,Husband,Other,Female,0,0,22,Canada,<=50K
77,Never-worked,1027122,Preschool,15,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,39,Puerto-Rico,>50K
69,Private,1281307,Preschool,15,Widowed,Tech-support,Other-relative,White,Female,0,0,48,Puerto-Rico,>50K
28,Private,245777,7th-8th,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,4227,75,Mexico,<=50K
75,Local-gov,259115,7th-8th,9,Divorced,Priv-house-serv,Husband,Other,Female,0,0,21,India,<=50K
31,State-gov,234226,Bachelors,1,Separated,Protective-serv,Other-relative,White,Female,0,0,57,Canada,<=50K
23,Private,406166,Bachelors,1,Married-spouse-absent,Armed-Forces,Husband,White,Female,0,0,87,Cambodia,<=50K
56,Federal-gov,798781,1st-4th,14,Never-married,Adm-clerical,Other-relative,Black,Male,41277,0,47,Japan,>50K
24,State-gov,616306,Assoc-voc,8,Widowed,Tech-support,Wife,Other,Male,63944,0,11,India,<=50K
73,Local-gov,1381656,Doctorate,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,68067,0,66,Germany,>50K
48,State-gov,991861,Doctorate,10,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,95,England,<=50K
79,Self-emp-not-inc,703240,Masters,4,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,2215,10,Philippines,<=50K
41,Private,862208,Masters,4,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,1482,4,Cuba,<=50K
64,Local-gov,387371,1st-4th,14,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Female,77074,0,30,India,>50K
26,Federal-gov,667559,5th-6th,12,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,0,83,India,<=50K
47,Without-pay,250852,Preschool,15,Married-spouse-absent,Adm-clerical,Wife,Other,Female,10,0,57,United-States,>50K
68,Self-emp-inc,1333858,Some-college,6,Never-married,Handlers-cleaners,Husband,White,Male,0,3954,23,Canada,<=50K
68,Self-emp-inc,828860,Doctorate,10,Married-spouse-absent,Transport-moving,Other-relative,Black,Male,51167,0,93,United-States,>50K
76,Never-worked,1161846,Preschool,15,Divorced,Exec-managerial,Wife,Other,Female,0,0,90,Canada,>50K
59,Federal-gov,328270,10th,13,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,59,Germany,<=50K
37,Self-emp-inc,1295846,7th-8th,9,Separated,Armed-Forces,Unmarried,Other,Male,0,0,11,England,<=50K
52,Local-gov,709185,HS-grad,2,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,41,Germany,<=50K
22,State-gov,1112749,Doctorate,10,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,0,1896,22,England,<=50K
25,Private,550691,Assoc-voc,8,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,67,Cuba,<=50K
36,State-gov,1377837,9th,5,Never-married,Priv-house-serv,Own-child,Other,Female,26204,0,76,Cambodia,<=50K
78,Self-emp-inc,217584,HS-grad,2,Married-AF-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,69697,0,83,Philippines,>50K
46,Local-gov,1451810,5th-6th,12,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,42821,0,81,Japan,>50K
68,Local-gov,1415296,Masters,4,Never-married,Sales,Wife,Other,Male,0,0,68,India,<=50K
87,Self-emp-inc,153842,1st-4th,14,Divorced,Transport-moving,Husband,White,Male,0,0,97,Cuba,>50K
82,Without-pay,1010720,12th,16,Separated,Priv-house-serv,Unmarried,White,Female,0,0,77,Philippines,<=50K
73,Private,1197600,9th,5,Widowed,Farming-fishing,Husband,White,Male,0,759,57,Germany,<=50K
74,Self-emp-not-inc,1084468,Some-college,6,Married-AF-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,69,Cuba,>50K
76,Without-pay,714285,11th,3,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,35,Philippines,<=50K
66,Self-emp-inc,1489069,9th,5,Married-AF-spouse,Transport-moving,Other-relative,Other,Male,0,4083,52,Philippines,<=50K
25,Without-pay,770037,Assoc-acdm,7,Married-AF-spouse,Other-service,Husband,Other,Female,0,0,87,Canada,<=50K
71,Self-emp-not-inc,802204,Doctorate,10,Separated,Exec-managerial,Own-child,Other,Male,0,0,1,Puerto-Rico,>50K
72,Self-emp-inc,784844,1st-4th,14,Married-AF-spouse,Transport-moving,Other-relative,White,Female,10402,0,55,Germany,>50K
83,Federal-gov,1378583,Bachelors,1,Married-spouse-absent,Farming-fishing,Other-relative,Black,Female,0,1012,3,Philippines,<=50K
17,Local-gov,421915,Some-college,6,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,61,Cambodia,<=50K
69,Private,1147806,12th,16,Married-AF-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,67,India,<=50K
86,Federal-gov,1115356,Masters,4,Widowed,Protective-serv,Other-relative,Other,Male,0,2553,22,India,<=50K
